CO_IES,NO_IES,SG_IES,TP_CATEGORIA_ADMINISTRATIVA,TP_ORGANIZACAO_ACADEMICA,REGIAO
17277,Faculdade  SENAC Criciúma,Senac Criciúma,Privada sem fins lucrativos,Faculdade,Sul
3332,FACULDADE DE TECNOLOGIA SENAC RIO,FATEC,Privada sem fins lucrativos,Faculdade,Sudeste
3299,FACULDADE DE TECNOLOGIA INFORMÁTICA,FATI,Privada com fins lucrativos,Faculdade,Nordeste
3302,Faculdade REGES de Junqueirópolis,,Privada sem fins lucrativos,Faculdade,Sudeste
3306,FACULDADE DE TECNOLOGIA IPUC,FATIPUC,Privada sem fins lucrativos,Faculdade,Sul
3308,FACULDADE DE TECNOLOGIA TERMOMECÂNICA,FTT,Privada sem fins lucrativos,Faculdade,Sudeste
754,Centro Superior Una de Catalão,UNACAT,Privada com fins lucrativos,Faculdade,Centro-Oeste
3319,Instituto Universitário Una de Catalão,Catalana,Privada com fins lucrativos,Faculdade,Centro-Oeste
18474,FACULDADE UNA DE CATALÃO,UNA,Privada com fins lucrativos,Faculdade,Centro-Oeste
4496,FACULDADE DE TECNOLOGIA DO VALE DO IVAÍ,FATEC-IVAI,Privada com fins lucrativos,Faculdade,Sul
3323,INSTITUTO DE EDUCAÇÃO E ENSINO SUPERIOR DE CAMPINAS,IESCAMP,Privada com fins lucrativos,Faculdade,Sudeste
12784,FACULDADE DE TECNOLOGIA FTEC,FTEC Novo Hamburgo,Privada com fins lucrativos,Faculdade,Sul
4097,FACULDADE DE TECNOLOGIA FTEC,FTEC Bento Gonçalves,Privada com fins lucrativos,Faculdade,Sul
3333,CENTRO UNIVERSITÁRIO UNIFTEC,,Privada com fins lucrativos,Centro Universitário,Sul
3337,FACULDADE DE TECNOLOGIA DE TERESINA,FACULDADE CET,Privada com fins lucrativos,Faculdade,Nordeste
3339,FACULDADE IDEAU DE GETÚLIO VARGAS,IDEAU,Privada com fins lucrativos,Faculdade,Sul
14288,FACULDADE CATÓLICA DE SANTA CATARINA,FACASC,Privada sem fins lucrativos,Faculdade,Sul
3360,INSTITUTO DE EDUCAÇÃO SUPERIOR PRESIDENTE KENNEDY - CENTRO DE FORMAÇÃO DE PROFISSIONAIS DE EDUCAÇÃO,IFESP,Pública Estadual,Faculdade,Nordeste
14165,FACULDADE TRÊS PONTAS,FATEP,Privada sem fins lucrativos,Faculdade,Sudeste
3955,FACULDADES INTEGRADAS DE CATAGUASES,FIC,Privada sem fins lucrativos,Faculdade,Sudeste
3368,CENTRO UNIVERSITÁRIO DO SUL DE MINAS,UNIS-MG,Privada sem fins lucrativos,Centro Universitário,Sudeste
20591,FACULDADE POUSO ALEGRE,FPA,Privada sem fins lucrativos,Faculdade,Sudeste
2229,FACULDADE VICTOR HUGO,FVH,Privada com fins lucrativos,Faculdade,Sudeste
3954,FACULDADE EDUCACIONAL JURÍDICA E GERENCIAL DE OLIVEIRA,FEJUGO,Privada sem fins lucrativos,Faculdade,Sudeste
3371,CENTRO UNIVERSITÁRIO DE PATOS DE MINAS,UNIPAM,Privada sem fins lucrativos,Centro Universitário,Sudeste
3372,CENTRO UNIVERSITÁRIO DE LAVRAS,UNILAVRAS,Privada sem fins lucrativos,Centro Universitário,Sudeste
3375,INSTITUTO DE ENSINO SUPERIOR MÚLTIPLO,IESM,Privada com fins lucrativos,Faculdade,Nordeste
3376,FACULDADE DE TEOLOGIA INTEGRADA,FATIN,Privada sem fins lucrativos,Faculdade,Nordeste
3388,FACULDADE PARAÍSO DO CEARÁ,FAP,Privada com fins lucrativos,Faculdade,Nordeste
3393,FACULDADE DE ENSINO SUPERIOR DOM BOSCO,FACDOMBOSCO,Privada com fins lucrativos,Faculdade,Sul
3396,FACULDADE LS,FACELS,Privada com fins lucrativos,Faculdade,Centro-Oeste
3397,"FACULDADE BOAS NOVAS DE CIÊNCIAS TEOLÓGICAS, SOCIAIS E BIOTECNOLÓGICAS",FBNCTSB,Privada sem fins lucrativos,Faculdade,Norte
4261,FACULDADE DE TECNOLOGIA DE PORTO ALEGRE,FATEPA,Privada com fins lucrativos,Faculdade,Sul
4077,Faculdade QI Brasil,FAQI,Privada com fins lucrativos,Faculdade,Sul
3428,FACULDADE ALFA AMÉRICA,,Privada com fins lucrativos,Faculdade,Sudeste
3431,FACULDADE DO SERIDÓ,FAS,Privada com fins lucrativos,Faculdade,Nordeste
3434,FACULDADE DE SAÚDE E HUMANIDADES IBITURUNA,FASI,Privada com fins lucrativos,Faculdade,Sudeste
3443,FACULDADE INEDI,CESUCA,Privada com fins lucrativos,Faculdade,Sul
4006,FACULDADE DE TECNOLOGIA SENAC PELOTAS,FATEC SENAC PELOTAS,Privada sem fins lucrativos,Faculdade,Sul
3804,FACULDADE SENAC PORTO ALEGRE - FSPOA,SENAC/RS,Privada sem fins lucrativos,Faculdade,Sul
3495,FACULDADE PINHALZINHO,HORUS,Privada com fins lucrativos,Faculdade,Sul
18257,FACULDADE HORUS SÄO MIGUEL,FSJ,Privada com fins lucrativos,Faculdade,Sul
11951,FACULDADE DO SERTÃO BAIANO,FASBE,Privada com fins lucrativos,Faculdade,Nordeste
3506,FACULDADE DE CIÊNCIAS EDUCACIONAIS DE SERGIPE,FCES,Privada com fins lucrativos,Faculdade,Nordeste
3509,FACULDADE VICENTINA - FAVI,FAVI,Privada sem fins lucrativos,Faculdade,Sul
3518,Faculdade SOCIESC de Jaraguá do Sul,SOCIESC,Privada com fins lucrativos,Faculdade,Sul
3363,FACULDADE GUARAÍ,FAG,Privada com fins lucrativos,Faculdade,Norte
3522,FACULDADE CATÓLICA DE POUSO ALEGRE,FACAPA,Privada sem fins lucrativos,Faculdade,Sudeste
3523,FACULDADE DE DIREITO DA FUNDAÇÃO ESCOLA SUPERIOR DO MINISTÉRIO PÚBLICO,,Privada sem fins lucrativos,Faculdade,Sul
3525,"FACULDADE EVANGÉLICA DE TECNOLOGIA, CIÊNCIAS E BIOTECNOLOGIA DA CGADB",FAECAD,Privada sem fins lucrativos,Faculdade,Sudeste
60,CENTRO UNIVERSITÁRIO MUNICIPAL DE FRANCA,UNI-FACEF,Especial,Centro Universitário,Sudeste
3530,FACULDADE DE NANUQUE,FANAN,Privada com fins lucrativos,Faculdade,Sudeste
3782,FACULDADE DE TECNOLOGIA CACHOEIRO DE ITAPEMIRIM,FACI,Privada com fins lucrativos,Faculdade,Sudeste
3536,FACULDADE DE TEOLOGIA EVANGÉLICA EM CURITIBA - FATEV,FATEV,Privada sem fins lucrativos,Faculdade,Sul
3542,INSTITUTO DE ENSINO SUPERIOR DE MINAS GERAIS,IESMIG,Privada com fins lucrativos,Faculdade,Sudeste
3543,FACULDADE NOVO HAMBURGO,FACULDADE IENH,Privada sem fins lucrativos,Faculdade,Sul
3573,FACULDADE TEOLÓGICA BATISTA DE BRASÍLIA,FTBB,Privada sem fins lucrativos,Faculdade,Centro-Oeste
3585,FACULDADE SANTA CRUZ,FACRUZ,Privada com fins lucrativos,Faculdade,Nordeste
3584,INSTITUTO SUPERIOR DE EDUCAÇÃO SANTA CRUZ,ISED,Privada com fins lucrativos,Faculdade,Nordeste
3587,FACULDADE DIOCESANA SÃO JOSÉ,FADISI,Privada sem fins lucrativos,Faculdade,Norte
1858,Faculdade Dom Pedro II de Jequié,DP II,Privada com fins lucrativos,Faculdade,Nordeste
4460,FACULDADE DOM PEDRO II DE TECNOLOGIA,FAB,Privada com fins lucrativos,Faculdade,Nordeste
3588,CENTRO UNIVERSITÁRIO DOM PEDRO II,UNIDOMPEDRO,Privada com fins lucrativos,Centro Universitário,Nordeste
3427,Faculdade Dom Pedro II de Sergipe,DP II Sergipe,Privada sem fins lucrativos,Faculdade,Nordeste
3270,FACULDADE SÃO BENTO DA BAHIA,FSBB,Privada sem fins lucrativos,Faculdade,Nordeste
2553,Faculdade Dom Pedro II - Luis Eduardo Magalhães,FDP II LEM,Privada com fins lucrativos,Faculdade,Nordeste
1124,Faculdade Dom Pedro II de Barreiras,DP II Barreiras,Privada com fins lucrativos,Faculdade,Nordeste
3590,FACULDADE DE ENFERMAGEM SÃO VICENTE DE PAULA,FESVIP,Privada com fins lucrativos,Faculdade,Nordeste
3607,ESCOLA SUPERIOR ASSOCIADA DE GOIÂNIA,ESUP,Privada com fins lucrativos,Faculdade,Centro-Oeste
3615,FACULDADE PERNAMBUCANA DE SAÚDE,FPS,Privada sem fins lucrativos,Faculdade,Nordeste
3617,FACULDADE DE CIÊNCIAS HUMANAS E EXATAS DO SERTÃO DO SÃO FRANCISCO,FACESF,Privada com fins lucrativos,Faculdade,Nordeste
3618,FACULDADE LUSÓFONA DE SÃO PAULO,FL-SP,Privada com fins lucrativos,Faculdade,Sudeste
3625,Faculdade do Complexo Educacional Santo André,FACESA,Privada com fins lucrativos,Faculdade,Nordeste
3631,FACULDADE DAMAS DA INSTRUÇÃO CRISTÃ,FADIC,Privada sem fins lucrativos,Faculdade,Nordeste
3644,FACULDADE CATÓLICA SANTA TERESINHA,FCST,Privada com fins lucrativos,Faculdade,Nordeste
3649,CENTRO UNIVERSITÁRIO CIDADE VERDE,UNIFCV,Privada com fins lucrativos,Centro Universitário,Sul
3663,FACULDADE FORTIUM DE BRASÍLIA,FFB,Privada com fins lucrativos,Faculdade,Centro-Oeste
3682,INSTITUTO SUPERIOR DE EDUCAÇÃO DO MUNICÍPIO DE ITAPERUNA,ISEMI,Pública Municipal,Faculdade,Sudeste
3690,FACULDADE PEDRO II,FAPE2,Privada com fins lucrativos,Faculdade,Sudeste
11289,ESCOLA SUPERIOR NACIONAL DE SEGUROS DE SÃO PAULO,ESNS-SP,Privada sem fins lucrativos,Faculdade,Sudeste
3710,ESCOLA SUPERIOR NACIONAL DE SEGUROS,ESNS,Privada sem fins lucrativos,Faculdade,Sudeste
3716,FACULDADE CIÊNCIAS DA VIDA,FCV,Privada com fins lucrativos,Faculdade,Sudeste
3724,FACULDADE MARANHENSE SÃO JOSÉ DOS COCAIS,FSJ,Privada com fins lucrativos,Faculdade,Nordeste
3741,Faculdade Pitágoras Bacabal Mearim,,Privada com fins lucrativos,Faculdade,Nordeste
14156,Faculdade Presidente Antônio Carlos de Teófilo Otoni,,Privada com fins lucrativos,Faculdade,Sudeste
14029,Faculdade Presidente Antônio Carlos de Aimorés,,Privada com fins lucrativos,Faculdade,Sudeste
3756,ALFA - Faculdade de Almenara,,Privada com fins lucrativos,Faculdade,Sudeste
18692,ALFA - Faculdade de Guanhães,ALFA - Gunhães,Privada com fins lucrativos,Faculdade,Sudeste
18520,ALFA - Faculdade de Araçuai,ALFA-Araçuai,Privada com fins lucrativos,Faculdade,Sudeste
3757,FACULDADE SERRA DA MESA,FASEM,Privada com fins lucrativos,Faculdade,Centro-Oeste
3768,Faculdade IBGEN,,Privada com fins lucrativos,Faculdade,Sul
3769,FACULDADE MADRE TEREZA,FAMAT,Privada com fins lucrativos,Faculdade,Norte
3770,FACULDADE TEOLÓGICA BATISTA DE SÃO PAULO,FTBSP,Privada sem fins lucrativos,Faculdade,Sudeste
3774,FACULDADE SÃO TOMAZ DE AQUINO,FSTA,Privada com fins lucrativos,Faculdade,Nordeste
3775,INSTITUTO UVB.BR,IUVB,Privada com fins lucrativos,Faculdade,Sudeste
3790,FACULDADE DE TECNOLOGIA ENSITEC,ENSITEC,Privada com fins lucrativos,Faculdade,Sul
3797,FACULDADE GUAIRACÁ,FAG,Privada com fins lucrativos,Faculdade,Sul
21992,Faculdade Guairacá de Prudentópolis,FGP,Privada com fins lucrativos,Faculdade,Sul
4000,FACULDADE DE ENSINO SUPERIOR DO INTERIOR PAULISTA,FAIP,Privada com fins lucrativos,Faculdade,Sudeste
3815,FACULDADE DE DIREITO DE ALTA FLORESTA,,Privada sem fins lucrativos,Faculdade,Centro-Oeste
3817,FACULDADE UNINASSAU JOÃO PESSOA,,Privada sem fins lucrativos,Faculdade,Nordeste
19329,FACULDADE UNINABUCO JOÃO PESSOA,,Privada sem fins lucrativos,Faculdade,Nordeste
4992,FACULDADE DE TECNOLOGIA CENTEC - SERTÃO CENTRAL,FTC SERTÃO CENTRAL,Privada sem fins lucrativos,Faculdade,Nordeste
4791,FACULDADE DE TECNOLOGIA CENTEC - CARIRI,CENTEC,Privada sem fins lucrativos,Faculdade,Nordeste
1066,INSTITUTO DE ENSINO E PESQUISA OBJETIVO,IEPO,Privada com fins lucrativos,Faculdade,Norte
2085,CENTRO UNIVERSITÁRIO DE SALVADOR,UNICEUSA,Privada com fins lucrativos,Centro Universitário,Nordeste
3788,FACULDADE JUIZ DE FORA,FJF,Privada com fins lucrativos,Faculdade,Sudeste
3786,FACULDADE DE ENSINO DE MINAS GERAIS,FACEMG,Privada com fins lucrativos,Faculdade,Sudeste
3785,INSTITUTO MARANHENSE DE ENSINO E CULTURA,IMEC,Privada com fins lucrativos,Faculdade,Nordeste
3777,FACULDADE CURITIBANA,FAC,Privada com fins lucrativos,Faculdade,Sul
3776,INSTITUTO DE ENSINO SUPERIOR DE MATO GROSSO,IESMT,Privada com fins lucrativos,Faculdade,Centro-Oeste
2909,FACULDADE DO ESTADO DO MARANHÃO,FACEM,Privada com fins lucrativos,Faculdade,Nordeste
1996,INSTITUTO CUIABÁ DE ENSINO E CULTURA,ICEC,Privada com fins lucrativos,Faculdade,Centro-Oeste
322,UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,Universidade,Sudeste
2470,INSTITUTO SALVADOR DE ENSINO E CULTURA,ISEC,Privada com fins lucrativos,Faculdade,Nordeste
2420,FACULDADE PARANAENSE,FAPAR,Privada com fins lucrativos,Faculdade,Sul
2241,CENTRO UNIVERSITÁRIO DO SUDESTE MINEIRO,,Privada com fins lucrativos,Centro Universitário,Sudeste
2171,INSTITUTO BELO HORIZONTE DE ENSINO SUPERIOR,IBHES,Privada com fins lucrativos,Faculdade,Sudeste
2148,FACULDADE DE PALMAS,FAPAL,Privada com fins lucrativos,Faculdade,Norte
3840,CENTRO UNIVERSITÁRIO FACVEST,UNIFACVEST,Privada com fins lucrativos,Centro Universitário,Sul
3853,FACULDADE UNINASSAU NATAL,,Privada com fins lucrativos,Faculdade,Nordeste
3854,FACULDADE IDEAL DE BRASÍLIA,IDEAL,Privada com fins lucrativos,Faculdade,Centro-Oeste
3862,FACULDADE LUCIANO FEIJÃO,FLF,Privada sem fins lucrativos,Faculdade,Nordeste
3866,FACULDADE BRASILEIRA DE EDUCAÇÃO E CULTURA,FABEC BRASIL,Privada com fins lucrativos,Faculdade,Centro-Oeste
3867,FACULDADE MAUÁ DE BRASÍLIA,MAUADF,Privada com fins lucrativos,Faculdade,Centro-Oeste
3869,INSTITUTO FLORENCE DE ENSINO SUPERIOR,IFES,Privada com fins lucrativos,Faculdade,Nordeste
3877,Faculdade Linear,LINEAR,Privada com fins lucrativos,Faculdade,Centro-Oeste
757,Centro Universitário da Amazônia,Unama,Privada com fins lucrativos,Centro Universitário,Norte
3879,Centro Universitário Maurício de Nassau de Campina Grande,UNINASSAU CPV,Privada com fins lucrativos,Centro Universitário,Nordeste
383,UNIVERSIDADE DA AMAZÔNIA,UNAMA,Privada com fins lucrativos,Universidade,Norte
610,CENTRO UNIVERSITÁRIO UNIVERSUS VERITAS,UNIVERITAS,Privada com fins lucrativos,Centro Universitário,Sudeste
18647,FACULDADE DA AMAZÔNIA DE MARABÁ,,Privada com fins lucrativos,Faculdade,Norte
3881,FACULDADE DE INTEGRAÇÃO DO SERTÃO,FIS,Privada com fins lucrativos,Faculdade,Nordeste
922,FACULDADE REGES DE DRACENA,FCGD,Privada sem fins lucrativos,Faculdade,Sudeste
4596,FACULDADE REGES DE RIBEIRÃO PRETO,,Privada sem fins lucrativos,Faculdade,Sudeste
797,Faculdade AVEC de Vilhena,AVEC,Privada sem fins lucrativos,Faculdade,Norte
1122,FACULDADE REGES DE OSVALDO CRUZ,,Privada sem fins lucrativos,Faculdade,Sudeste
3896,Faculdade Paulista de Comunicação,FEPAC,Privada sem fins lucrativos,Faculdade,Sudeste
4101,FACULDADE DE TECNOLOGIA SENAI DE DESENVOLVIMENTO GERENCIAL,FATESG,Privada sem fins lucrativos,Faculdade,Centro-Oeste
4100,FACULDADE DE TECNOLOGIA SENAI ÍTALO BOLOGNA,FATECIB,Privada sem fins lucrativos,Faculdade,Centro-Oeste
3920,FACULDADE DE TECNOLOGIA SENAI ROBERTO MANGE,FATEC SENAI RM,Privada sem fins lucrativos,Faculdade,Centro-Oeste
3921,CENTRO UNIVERSITÁRIO ARNALDO HORÁCIO FERREIRA,,Privada com fins lucrativos,Centro Universitário,Nordeste
3930,INSTITUTO DE EDUCAÇÃO SUPERIOR RAIMUNDO SÁ,IESRSA,Privada com fins lucrativos,Faculdade,Nordeste
3933,FACULDADE MÉTODO DE SÃO PAULO,FAMESP,Privada com fins lucrativos,Faculdade,Sudeste
3940,FACULDADE DE ENSINO SUPERIOR SANTA BARBARA,FAESB,Privada sem fins lucrativos,Faculdade,Sudeste
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,Universidade,Nordeste
3962,CENTRO UNIVERSITÁRIO SENAI CIMATEC,SENAI CIMATEC,Privada sem fins lucrativos,Centro Universitário,Nordeste
4017,CENTRO UNIVERSITÁRIO PADRE ANCHIETA,UNIANCHIETA,Privada com fins lucrativos,Centro Universitário,Sudeste
3977,FACULDADE DE TECNOLOGIA DO AMAPÁ,META,Privada com fins lucrativos,Faculdade,Norte
3978,FACULDADE DE TECNOLOGIA PENTÁGONO,FATEP,Privada com fins lucrativos,Faculdade,Sudeste
3980,FACULDADE JK BRASÍLIA -SAMAMBAIA,,Privada com fins lucrativos,Faculdade,Centro-Oeste
3986,FACULDADE INSTITUTO SUPERIOR DE EDUCAÇÃO DO PARANÁ - FAINSEP,FAINSEP,Privada sem fins lucrativos,Faculdade,Sul
3987,FACULDADE UNIÃO DE GOYAZES,FUG,Privada com fins lucrativos,Faculdade,Centro-Oeste
3996,FACULDADE SENAC PERNAMBUCO,SENACPE,Privada sem fins lucrativos,Faculdade,Nordeste
3998,INSTITUTO INFNET RIO DE JANEIRO,INFNET,Privada com fins lucrativos,Faculdade,Sudeste
4007,"FATECE - FACULDADE DE TECNOLOGIA, CIÊNCIAS E EDUCAÇÃO",FATECE,Privada com fins lucrativos,Faculdade,Sudeste
4037,CENTRO UNIVERSITÁRIO PITÁGORAS DE FORTALEZA,UNIPITÁGORAS,Privada com fins lucrativos,Centro Universitário,Nordeste
12754,FACULDADE CRISTÃ DE CURITIBA,FCC,Privada sem fins lucrativos,Faculdade,Sul
4059,FACULDADE DE CIÊNCIAS GERENCIAIS,,Privada com fins lucrativos,Faculdade,Sudeste
1161,INSPER INSTITUTO DE ENSINO E PESQUISA,INSPER,Privada sem fins lucrativos,Faculdade,Sudeste
823,UNIVERSIDADE CEUMA,UNICEUMA,Privada sem fins lucrativos,Universidade,Nordeste
4079,FACULDADE TECNOLÓGICA INAP,FAT- INAP,Privada com fins lucrativos,Faculdade,Sudeste
4086,FACULDADE DE TECNOLOGIA JARDIM,FATEJ,Privada com fins lucrativos,Faculdade,Sudeste
4093,FACULDADE DE TECNOLOGIA DE CURITIBA,FATEC-PR,Privada com fins lucrativos,Faculdade,Sul
4104,ESCOLA SUPERIOR DE ENGENHARIA E GESTÃO DE SÃO PAULO - ESEG,ESEG,Privada com fins lucrativos,Faculdade,Sudeste
4107,FACULDADE DE TECNOLOGIA SENAI PORTO ALEGRE,FATEC SENAI,Privada sem fins lucrativos,Faculdade,Sul
4108,INSTITUTO CATÓLICO DE ESTUDOS SUPERIORES DO PIAUÍ,ICESPI,Privada com fins lucrativos,Faculdade,Nordeste
4121,FACULDADE UNINASSAU ARACAJU,,Privada sem fins lucrativos,Faculdade,Nordeste
17284,FACULDADE UNINASSAU SÃO LUÍS,,Privada sem fins lucrativos,Faculdade,Nordeste
2548,"FACULDADE DE TEOLOGIA, FILOSOFIA E CIÊNCIAS HUMANAS GAMALIEL",FATEFIG,Privada com fins lucrativos,Faculdade,Norte
4150,FACULDADE DE TECNOLOGIA DE PIRACICABA,FATEP,Privada com fins lucrativos,Faculdade,Sudeste
4162,Faculdade SENAC Goiás,FacSenacGO,Privada sem fins lucrativos,Faculdade,Centro-Oeste
4169,Faculdade Estácio de Carapicuíba,ESTÁCIO CARAPICUÍBA,Privada com fins lucrativos,Faculdade,Sudeste
4534,FACULDADE HERRERO,FATEC,Privada com fins lucrativos,Faculdade,Sul
4197,Faculdade Uninassau Aliança - Redenção,Nassau Aliança,Privada com fins lucrativos,Faculdade,Nordeste
4198,Faculdade Morgana Potrich,FAMP,Privada com fins lucrativos,Faculdade,Centro-Oeste
4257,INSTITUTO DE FILOSOFIA E TEOLOGIA DE GOIÁS,IFITEG,Privada sem fins lucrativos,Faculdade,Centro-Oeste
507,Faculdade Mais de Ituiutaba,FacMais,Privada sem fins lucrativos,Faculdade,Sudeste
4259,FACULDADE DE INHUMAS - FAC-MAIS,FACMAIS,Privada com fins lucrativos,Faculdade,Centro-Oeste
4277,FACULDADE ESTÁCIO DO AMAZONAS - ESTÁCIO AMAZONAS,ESTÁCIO AMAZONAS,Privada com fins lucrativos,Faculdade,Norte
14718,FACULDADE PARANÁ,FAP,Privada com fins lucrativos,Faculdade,Sul
1520,FACULDADE FIA DE ADMINISTRAÇÃO E NEGÓCIOS,FFIA,Privada sem fins lucrativos,Faculdade,Sudeste
4329,FACULDADE DO CENTRO EDUCACIONAL MINEIRO - FACEM,FACEM-BH,Privada com fins lucrativos,Faculdade,Sudeste
4355,FACULDADE DE TECNOLOGIA DE PALMAS,FTP,Privada com fins lucrativos,Faculdade,Norte
1853,Centro Universitário UNIBTA,,Privada com fins lucrativos,Centro Universitário,Sudeste
10071,FACULDADE DE TEOLOGIA E CIÊNCIAS HUMANAS,ITEPAFACULDADES,Privada sem fins lucrativos,Faculdade,Sul
13812,ESCOLA SUPERIOR ABERTA DO BRASIL,ESAB,Privada com fins lucrativos,Faculdade,Sudeste
4399,FACULDADE DE BALSAS,UNIBALSAS,Privada com fins lucrativos,Faculdade,Nordeste
4411,FACULDADE PANAMERICANA DE JI-PARANÁ,,Privada sem fins lucrativos,Faculdade,Norte
4531,FACULDADE ADVENTISTA DA BAHIA,FADBA,Privada sem fins lucrativos,Faculdade,Nordeste
4428,FACULDADE PROFESSOR MIGUEL ÂNGELO DA SILVA SANTOS,FEMASS,Pública Municipal,Faculdade,Sudeste
4443,FACULDADE AMÉRICA LATINA  DE IJUÍ,FAL,Privada com fins lucrativos,Faculdade,Sul
4452,CENTRO UNIVERSITÁRIO PITÁGORAS DE MARABÁ,,Privada com fins lucrativos,Centro Universitário,Norte
4492,FACULDADE PASCHOAL DANTAS,FPD,Privada sem fins lucrativos,Faculdade,Sudeste
4518,FACULDADE REGIONAL PALMITOS,FAP,Privada com fins lucrativos,Faculdade,Sul
4566,ESTÁCIO FATERN - FACULDADE ESTÁCIO DO RIO GRANDE DO NORTE,ESTÁCIO FATERN,Privada com fins lucrativos,Faculdade,Nordeste
4532,FACULDADE DE TECNOLOGIA SENAI CAMPO GRANDE,,Privada sem fins lucrativos,Faculdade,Centro-Oeste
19324,Faculdade de Tecnologia SENAI Dourados,FATEC Dourados,Privada sem fins lucrativos,Faculdade,Centro-Oeste
16559,FACULDADE SÃO FRANCISCO DO CEARÁ,FASC,Privada com fins lucrativos,Faculdade,Nordeste
4533,FACULDADE SÃO FRANCISCO DA PARAÍBA,FASP,Privada com fins lucrativos,Faculdade,Nordeste
10588,FACULDADE UNINABUCO SÃO LOURENÇO DA MATA,,Privada sem fins lucrativos,Faculdade,Nordeste
12620,FACULDADE SETE LAGOAS,FACSETE,Privada com fins lucrativos,Faculdade,Sudeste
4567,FACULDADE CENTRO MATO-GROSSENSE,,Privada sem fins lucrativos,Faculdade,Centro-Oeste
4586,FACULDADE DO NORTE GOIANO,FNG,Privada com fins lucrativos,Faculdade,Centro-Oeste
4588,FACULDADE APOGEU,APOGEU,Privada com fins lucrativos,Faculdade,Centro-Oeste
1359,FACULDADE CAPIXABA DE NOVA VENÉCIA,MULTIVIX NOVA VENÉCI,Privada com fins lucrativos,Faculdade,Sudeste
4610,FACULDADE DE TECNOLOGIA ASSESSORITEC,,Privada sem fins lucrativos,Faculdade,Sul
4613,FACULDADE DE EDUCAÇÃO E MEIO AMBIENTE,FAEMA,Privada com fins lucrativos,Faculdade,Norte
1638,FACULDADE DO AMAZONAS,IAES,Privada com fins lucrativos,Faculdade,Norte
1078,CENTRO UNIVERSITÁRIO INTEGRADO DE CAMPO MOURÃO,,Privada com fins lucrativos,Centro Universitário,Sul
1476,"FACULDADE DE COMUNICAÇÃO E DESIGN ""OSWALDO CRUZ""",,Privada com fins lucrativos,Faculdade,Sudeste
10385,INSTITUTO SÃO PAULO DE ESTUDOS SUPERIORES,ITESP,Privada sem fins lucrativos,Faculdade,Sudeste
4661,FACULDADE UNIBF,,Privada com fins lucrativos,Faculdade,Sul
16781,Faculdade Rio Sono,riso,Privada sem fins lucrativos,Faculdade,Norte
4669,FACULDADE DELTA,FACULDADE DELTA,Privada com fins lucrativos,Faculdade,Centro-Oeste
4674,FACULDADE PORTO DAS ÁGUAS,FAPAG,Privada com fins lucrativos,Faculdade,Sul
4700,FACULDADE NOVA ROMA,FNR,Privada com fins lucrativos,Faculdade,Nordeste
4702,CENTRO UNIVERSITÁRIO BRASILEIRO,UNIBRA,Privada com fins lucrativos,Centro Universitário,Nordeste
4714,Faculdade de Ensino Regional Alternativa,FERA,Privada com fins lucrativos,Faculdade,Nordeste
4724,FACULDADE DE CIÊNCIAS HUMANAS DO ESTADO DE SÃO PAULO,FACIC,Privada sem fins lucrativos,Faculdade,Sudeste
4725,FACULDADE DE TECNOLOGIA EGÍDIO JOSÉ DA SILVA,FATEGIDIO,Privada com fins lucrativos,Faculdade,Sudeste
4731,FACULDADE MESSIANICA,,Privada sem fins lucrativos,Faculdade,Sudeste
4732,FACULDADE DE TECNOLOGIA SENAC DF,FAC SENAC DF,Privada sem fins lucrativos,Faculdade,Centro-Oeste
1432,FACULDADE BERTIOGA,FABE,Privada sem fins lucrativos,Faculdade,Sudeste
4747,FACULDADE REGIONAL DE RIACHÃO DO JACUÍPE,FARJ,Privada com fins lucrativos,Faculdade,Nordeste
12923,FACULDADE DE TECNOLOGIA IPANEMA,,Privada com fins lucrativos,Faculdade,Sudeste
4751,FACULDADE DE TECNOLOGIA E CIENCIAS DO NORTE DO PARANÁ,FATECIE,Privada com fins lucrativos,Faculdade,Sul
4756,CENTRO UNIVERSITÁRIO MUNICIPAL DE SÃO JOSÉ,USJ,Pública Municipal,Centro Universitário,Sul
344,CENTRO UNIVERSITÁRIO UNA,UNA,Privada com fins lucrativos,Centro Universitário,Sudeste
4773,FACULDADE IBS,IBS,Privada com fins lucrativos,Faculdade,Sudeste
4784,FACULDADE CDL,,Privada sem fins lucrativos,Faculdade,Nordeste
4810,FACULDADE ANTÔNIO MENEGHETTI,AMF,Privada com fins lucrativos,Faculdade,Sul
4829,ESCOLA SUPERIOR DE ARTES CÉLIA HELENA,,Privada sem fins lucrativos,Faculdade,Sudeste
5669,CENTRO UNIVERSITÁRIO ETEP,,Privada com fins lucrativos,Centro Universitário,Sudeste
4983,FACULDADE DE SÃO JOSÉ DOS CAMPOS,BILAC,Privada com fins lucrativos,Faculdade,Sudeste
4873,FACULDADE DE TECNOLOGIA DE TAUBATÉ,ETEP,Privada com fins lucrativos,Faculdade,Sudeste
778,FACULDADE DE TECNOLOGIA DE JACAREÍ,ETEP,Privada com fins lucrativos,Faculdade,Sudeste
2726,ESCOLA SUPERIOR DE ADMINISTRAÇÃO DE EMPRESAS,INEA,Privada com fins lucrativos,Faculdade,Sudeste
